customer_id,email,name,phone,address,loyalty_tier
26e1cc93-3e7b-4b1e-be5a-1b24d39ee1c7,zachary27@example.net,Gregory Smith,737-650-6542x64284,"{""street"": ""4230 Leon Causeway Apt. 376"", ""city"": ""East Michaelport"", ""state"": ""TX"", ""zip_code"": ""13077""}",Bronze
8afd65d6-9289-45d7-9fe5-8d5df15cf8b6,hillrobert@example.org,Debbie Lopez,001-524-706-0693,"{""street"": ""74232 Troy Mill Apt. 979"", ""city"": ""Port Justin"", ""state"": ""MA"", ""zip_code"": ""40848""}",Gold
4953c24f-a083-4667-a701-08fc388432d5,rodriguezjose@example.org,Suzanne Chen,5914516502,"{""street"": ""01855 Mendoza Trail Apt. 736"", ""city"": ""South Alexanderville"", ""state"": ""ND"", ""zip_code"": ""53878""}",Silver
007dd628-fd55-4e48-959a-cec6e0312460,daniel35@example.org,Jill Mccoy,+1-343-278-8158x96773,"{""street"": ""668 Megan Wall Suite 352"", ""city"": ""Vancefort"", ""state"": ""MP"", ""zip_code"": ""89258""}",Bronze
0fa564bd-4816-481a-a002-f5af06e39b4a,christopherhayes@example.net,Darren Hunt,363-809-5900,"{""street"": ""849 Moran Flat"", ""city"": ""North Elizabeth"", ""state"": ""AR"", ""zip_code"": ""60889""}",Bronze
9bfded0d-2034-44a5-a782-5d4f63be8c98,rebecca00@example.org,Lydia Moran,410.594.5735,"{""street"": ""5963 Brian Viaduct"", ""city"": ""Jonesburgh"", ""state"": ""CA"", ""zip_code"": ""35243""}",Bronze
61d7ee3f-2284-4616-8a61-5059ccfb8dfc,elliottmelissa@example.org,Brandon Diaz,693.448.8133x754,"{""street"": ""02547 Long Canyon"", ""city"": ""Normanton"", ""state"": ""GU"", ""zip_code"": ""11275""}",Silver
6597a30b-807b-4e87-a644-27973641420c,weaverlauren@example.com,Kathleen Lee,223-522-1883x72570,"{""street"": ""32839 Davenport Neck Apt. 098"", ""city"": ""Lewismouth"", ""state"": ""GA"", ""zip_code"": ""94094""}",Gold
363b1a6e-7e30-442f-bf0c-e6277ff09c62,sgonzalez@example.org,Christopher Williams,926-472-0564,"{""street"": ""113 Michelle Mews Apt. 029"", ""city"": ""Port Vanessastad"", ""state"": ""SD"", ""zip_code"": ""22474""}",Platinum
b66a1b37-f16f-40bd-8030-b701a0fc22ac,kestrada@example.org,Michael Goodman,278-313-2123,"{""street"": ""0092 Brandy Track Apt. 180"", ""city"": ""Stephaniechester"", ""state"": ""NM"", ""zip_code"": ""76405""}",Silver
8c797507-84cb-40d4-8799-043d656a73d7,williamslindsay@example.org,Joseph Garcia MD,+1-810-852-6427x286,"{""street"": ""8609 Jeremiah Mountains Apt. 349"", ""city"": ""Josephchester"", ""state"": ""HI"", ""zip_code"": ""69105""}",Gold
c29efc98-40ee-4e9b-825e-700fe6f43c2e,eboyd@example.net,John Sims,001-709-632-0148,"{""street"": ""191 Michael Mountain Apt. 006"", ""city"": ""North Franciscofurt"", ""state"": ""MI"", ""zip_code"": ""15523""}",Platinum
095e9bb1-8eaf-4582-aef4-48456fd08a2b,zmurphy@example.com,Erin Lewis,798.457.8694,"{""street"": ""508 Smith Terrace Suite 885"", ""city"": ""West Kaitlynmouth"", ""state"": ""OH"", ""zip_code"": ""30808""}",Gold
6d51056f-f48c-4e2d-877f-c35ed38fb8e7,angelawilliamson@example.net,Adrian Cook,(344)706-1624,"{""street"": ""4533 David Junction Suite 040"", ""city"": ""Michaelbury"", ""state"": ""VA"", ""zip_code"": ""64890""}",Gold
e9f94636-4ff9-4a03-8594-597e7d7b05b8,grayangela@example.net,Tina Matthews,274-368-8436,"{""street"": ""369 Shannon Plaza Apt. 453"", ""city"": ""Lake Steven"", ""state"": ""NY"", ""zip_code"": ""16435""}",Platinum
6ce07350-e8e7-4ade-b966-4cfc976b4046,mark25@example.org,Carlos Richardson,569.482.4678x8234,"{""street"": ""2616 Adam Extension"", ""city"": ""North Heidi"", ""state"": ""IN"", ""zip_code"": ""67828""}",Bronze
bf2d249a-b143-45bb-b8b1-f47f7e21fe58,cabrerajose@example.net,Dana Davis,+1-210-707-0921,"{""street"": ""160 Lee Green"", ""city"": ""Melvinberg"", ""state"": ""MI"", ""zip_code"": ""53304""}",Bronze
fdbc1815-7d4f-4f68-b82d-3f701c65159b,brian54@example.com,Cody Jackson,(913)787-2523x974,"{""street"": ""01739 Trevino Causeway Apt. 280"", ""city"": ""Port Susanburgh"", ""state"": ""ND"", ""zip_code"": ""95355""}",Gold
9b1365b0-0cfe-40f4-837b-cdb4780bf541,steven66@example.org,Lisa Horne,(416)810-7275x182,"{""street"": ""286 Rose Mountain Apt. 885"", ""city"": ""Paulside"", ""state"": ""LA"", ""zip_code"": ""06057""}",Bronze
cfcf75f3-5951-444b-960c-158969702d46,joshua17@example.org,Gregory Davis,2536483850,"{""street"": ""239 Stephen Fords"", ""city"": ""Reesemouth"", ""state"": ""NE"", ""zip_code"": ""44430""}",Platinum
9f4a12fa-e5a8-4fee-acad-de2e0bffa14d,nbenton@example.net,Jackie Kaufman,222-698-6354,"{""street"": ""677 Alison Mission"", ""city"": ""Sanchezfurt"", ""state"": ""MS"", ""zip_code"": ""02828""}",Platinum
939789ca-0390-40b3-8c30-8b9ea3ab10f7,llester@example.com,Catherine Wise DVM,(698)739-2700x826,"{""street"": ""358 Jacobs Dale"", ""city"": ""New Carolview"", ""state"": ""UT"", ""zip_code"": ""11758""}",Bronze
a6a98603-a1e5-4df2-9c77-fcc0ffb636cf,uvalencia@example.net,Jessica Brown MD,567.589.8423,"{""street"": ""620 Williams Cliffs"", ""city"": ""Lake Benjaminmouth"", ""state"": ""AZ"", ""zip_code"": ""39909""}",Bronze
36aee2c0-b821-41a5-afa3-8bee8f926e6f,robertmaxwell@example.net,Justin Morris,617-678-3281,"{""street"": ""23658 Allen Shoals Suite 707"", ""city"": ""East Deniseville"", ""state"": ""MO"", ""zip_code"": ""12469""}",Platinum
3bbeabc6-9935-4a4f-85d9-4479be6bce5f,nelsonalexander@example.net,James Miller,792-833-1806x5434,"{""street"": ""70974 Caroline Streets"", ""city"": ""Gonzalezville"", ""state"": ""HI"", ""zip_code"": ""41453""}",Silver
758ffbfa-9084-4673-8479-3cf6fe8aaaab,taylorstephanie@example.com,Jose Wilson,+1-795-904-1331x196,"{""street"": ""365 Karen Bridge"", ""city"": ""Hernandezchester"", ""state"": ""LA"", ""zip_code"": ""20524""}",Platinum
963dc84a-d4c9-4a78-96bc-03ad2b89c8d3,angela98@example.org,Jason Collins,937-305-4410,"{""street"": ""6260 Matthews Cliff"", ""city"": ""Thomasstad"", ""state"": ""IA"", ""zip_code"": ""08113""}",Gold
ed928acf-af31-4323-968d-2c307cd12222,leedorothy@example.com,Samantha Guzman,+1-960-662-8999x940,"{""street"": ""49951 Ashley View Suite 776"", ""city"": ""Wheelermouth"", ""state"": ""ID"", ""zip_code"": ""14993""}",Platinum
154869e7-2d69-43fd-8912-4b652be0bef9,avilabrenda@example.com,Sabrina White,(945)468-7551,"{""street"": ""709 Fritz Alley Suite 334"", ""city"": ""Alexisview"", ""state"": ""WA"", ""zip_code"": ""94118""}",Silver
3caf3dc0-ddbc-497d-8e43-dc9bcd251705,perry50@example.net,Kristin Johnson,+1-470-599-4444x69962,"{""street"": ""1613 Juan Islands Apt. 555"", ""city"": ""Christopherborough"", ""state"": ""ME"", ""zip_code"": ""73851""}",Platinum
6b7e81dd-49ff-42ed-b70f-fdbf61a37247,jluna@example.com,Michael Gonzales,+1-904-847-8976x08533,"{""street"": ""799 Reynolds Ports Apt. 063"", ""city"": ""Lisabury"", ""state"": ""RI"", ""zip_code"": ""38184""}",Platinum
efb1aeca-1f50-443d-b9e0-fab490bda499,harrisbenjamin@example.net,Jose Collins,538.653.7286x81183,"{""street"": ""35499 Steven Stravenue Apt. 635"", ""city"": ""South Aaron"", ""state"": ""NH"", ""zip_code"": ""38088""}",Silver
0e9a4bb9-70bf-4bde-ae61-179640682ce5,jeremy76@example.com,Desiree Jenkins,(666)297-8541,"{""street"": ""261 Jones Springs Suite 077"", ""city"": ""New Stacy"", ""state"": ""UT"", ""zip_code"": ""84413""}",Bronze
67a5c764-7c96-4015-bfab-1edb0f3aa5ec,paige18@example.com,Rose Vance,(868)370-6271x7487,"{""street"": ""330 Brandon Brooks"", ""city"": ""Peterberg"", ""state"": ""MD"", ""zip_code"": ""31358""}",Platinum
4c7c4cd2-0797-4837-b383-8df7a5c0260c,tmcguire@example.com,Ariana Turner,313.953.5293,"{""street"": ""796 Alvarado Freeway"", ""city"": ""Jacquelineview"", ""state"": ""OR"", ""zip_code"": ""46423""}",Bronze
9d8529db-d78b-4ebd-9377-b0244a68ece7,nicole57@example.net,Joseph Smith DVM,503.622.8967,"{""street"": ""0849 Jeffery Mall"", ""city"": ""Andersonfort"", ""state"": ""NE"", ""zip_code"": ""03291""}",Gold
30c5fd78-9822-4fcc-bc2a-22a798868409,bbrown@example.net,Ethan Lopez,399.937.8506,"{""street"": ""876 Kayla Canyon"", ""city"": ""Smithland"", ""state"": ""KY"", ""zip_code"": ""25628""}",Bronze
b9f4245d-d3fa-4caa-a8b2-2a51a6fb39d2,khines@example.org,Carla Thompson,001-672-607-6139x563,"{""street"": ""18454 Coleman Wells"", ""city"": ""Elizabethville"", ""state"": ""DC"", ""zip_code"": ""33878""}",Platinum
d3504bdc-a4d5-41ab-9126-a26920188d88,lauraanthony@example.org,Jane Dyer,001-783-486-0701x4201,"{""street"": ""0920 Fleming Drives Suite 629"", ""city"": ""Melissatown"", ""state"": ""FL"", ""zip_code"": ""22944""}",Bronze
6060aedd-baaa-4be6-95e7-d8731fb7d540,escobaremma@example.org,Cheryl Edwards,7893419622,"{""street"": ""30476 Timothy Forges"", ""city"": ""Georgeborough"", ""state"": ""MN"", ""zip_code"": ""12639""}",Gold
cc23e11c-2d3c-4248-ac2e-1e16005db2d4,kjohnson@example.org,Christopher Copeland,925-805-4105,"{""street"": ""3012 Hodges Manor"", ""city"": ""Tylerburgh"", ""state"": ""AS"", ""zip_code"": ""98392""}",Gold
c817934a-30b4-428c-a283-09c8f2a1e926,davidharris@example.net,Lisa Hogan,7152044838,"{""street"": ""53475 Perez Branch"", ""city"": ""Masonbury"", ""state"": ""NJ"", ""zip_code"": ""41177""}",Bronze
d0e25c3b-6e19-4e01-9fda-054151c23719,mcgrathandrew@example.net,Derek Watson,001-432-508-3183x0374,"{""street"": ""319 Cunningham Throughway Suite 028"", ""city"": ""Patriciaberg"", ""state"": ""FM"", ""zip_code"": ""70169""}",Bronze
0f49953f-018b-439d-8e3a-d6b3785e0113,ellischristopher@example.com,Lance Walker,+1-537-769-6442x85355,"{""street"": ""04064 Nicholas Points"", ""city"": ""Josephside"", ""state"": ""TN"", ""zip_code"": ""64553""}",Silver
746956e7-31dc-4472-8e44-d8f97843ff3f,sjohnson@example.org,Maureen Barajas,608.835.6759x276,"{""street"": ""307 Sharon Fall"", ""city"": ""Port Matthew"", ""state"": ""NC"", ""zip_code"": ""37386""}",Platinum
c00ac318-aef2-404e-9ff3-6ad3c673fb28,bhahn@example.org,Mr. Joseph Goodwin,+1-728-831-7780,"{""street"": ""399 Paul Manors Suite 051"", ""city"": ""West Kim"", ""state"": ""LA"", ""zip_code"": ""24083""}",Bronze
48e8627b-0c8d-4bc6-b4ee-082f519f8a5b,rayjerry@example.org,Peter Odonnell,+1-606-842-6475,"{""street"": ""85940 Wiggins Mills"", ""city"": ""Nguyenton"", ""state"": ""MN"", ""zip_code"": ""68108""}",Platinum
fffd09d0-396e-4c24-8656-77d4d060fc67,cummingsdonna@example.org,Lisa Cummings,(544)342-0661,"{""street"": ""9325 Patricia Radial Apt. 165"", ""city"": ""East Patriciafurt"", ""state"": ""AL"", ""zip_code"": ""38645""}",Gold
c699a18b-3646-4099-a31f-8fea6e81fd25,luiscarlson@example.net,Samuel Chambers,001-553-932-1853x2186,"{""street"": ""9294 Thomas Field"", ""city"": ""Derekville"", ""state"": ""PR"", ""zip_code"": ""64264""}",Bronze
fa49f5aa-dc94-4a7e-a1d4-0404e9a9c872,oliverstephanie@example.org,Nicole Dixon,571.446.9924x9892,"{""street"": ""9592 Christina Inlet"", ""city"": ""Kingview"", ""state"": ""MP"", ""zip_code"": ""91712""}",Silver
efe6024a-d70b-464c-b332-d11de6e68609,rosskendra@example.org,Beverly Williams,(749)880-2420x660,"{""street"": ""913 Adam Lights"", ""city"": ""Bennettport"", ""state"": ""NM"", ""zip_code"": ""70613""}",Platinum
4d16c002-2b21-4942-8916-6940b4d2a134,bramos@example.net,Christopher Thomas,7133938748,"{""street"": ""8024 Stephen Light"", ""city"": ""Jeffreyshire"", ""state"": ""GA"", ""zip_code"": ""37883""}",Bronze
fefadde7-712f-472a-b594-6c00fc7e162b,susanbowman@example.net,Lisa Sanchez,514.976.7980,"{""street"": ""829 Bentley Gardens"", ""city"": ""Edwardburgh"", ""state"": ""OR"", ""zip_code"": ""15967""}",Bronze
61dd6b8d-f80c-49a6-937b-205bbf680fdd,williamsandrea@example.com,Linda Cruz,(371)439-7550x5133,"{""street"": ""33292 Mark Lakes Suite 014"", ""city"": ""West Taylorville"", ""state"": ""MI"", ""zip_code"": ""35061""}",Platinum
dcf713d4-6bad-4c23-ac65-8f3644332890,eduardo10@example.org,Jessica Cantrell,612-335-5587x61690,"{""street"": ""8444 Hartman Heights Apt. 761"", ""city"": ""Hendrixhaven"", ""state"": ""WY"", ""zip_code"": ""30218""}",Gold
27ca9986-8aae-4301-9706-4c0e28c7aca5,ghenry@example.com,Christine Rodriguez,+1-670-337-0438x053,"{""street"": ""724 Kim Oval"", ""city"": ""Youngview"", ""state"": ""CO"", ""zip_code"": ""42825""}",Platinum
ca732b72-5f85-44ac-a153-b46ba4ee38d3,ruben40@example.org,Tammy Little,850.399.5366,"{""street"": ""7776 Chad Unions"", ""city"": ""West Michaelstad"", ""state"": ""MP"", ""zip_code"": ""41391""}",Gold
a7ac9e4d-d99e-4674-bd6d-50a231db321a,zoneill@example.net,Meghan Mann,524-516-2201,"{""street"": ""7170 James Trafficway"", ""city"": ""New Jessicastad"", ""state"": ""PW"", ""zip_code"": ""85394""}",Gold
cb5e44e7-9ae2-4217-ac39-22544bada2ae,robinsonmisty@example.org,John Kemp,374-954-8971,"{""street"": ""12041 Webster Ridge"", ""city"": ""West Olivia"", ""state"": ""MI"", ""zip_code"": ""30337""}",Platinum
50509f5d-987a-4600-b3fe-16056c6cf244,martincynthia@example.com,Alexis Mills,(972)951-9433,"{""street"": ""947 Richard Flats"", ""city"": ""Cynthiaport"", ""state"": ""ID"", ""zip_code"": ""07789""}",Bronze
d1deca26-7e9e-4a95-989b-1420a4b1989b,monique20@example.org,Nicole Carr,(714)854-5882,"{""street"": ""736 Campbell Turnpike Suite 815"", ""city"": ""Barbaraport"", ""state"": ""NV"", ""zip_code"": ""05904""}",Bronze
6cdfdb75-649b-4cf5-b9cb-ec9246b49f9d,paynebrian@example.com,Mark Mccormick,(924)240-8604,"{""street"": ""7799 Tyler Dam"", ""city"": ""Youngmouth"", ""state"": ""SC"", ""zip_code"": ""26651""}",Silver
e10159da-2247-46a0-902f-4c67c5676b3a,deborahcraig@example.org,Albert Arnold,626-773-7375x175,"{""street"": ""799 Patrick Dale Apt. 582"", ""city"": ""North John"", ""state"": ""PR"", ""zip_code"": ""62131""}",Platinum
dc52b4ab-395a-4685-a4ea-4901ff1a722a,watsonpatricia@example.com,Ashley Edwards,565.995.2025,"{""street"": ""01394 Sandra Route"", ""city"": ""West James"", ""state"": ""MA"", ""zip_code"": ""69693""}",Silver
dd7bf831-45b4-4fe3-b143-8f47fbc37704,sheila46@example.com,Duane Jones,952-280-6639x41627,"{""street"": ""571 Travis Turnpike"", ""city"": ""East Johnchester"", ""state"": ""OR"", ""zip_code"": ""14339""}",Platinum
3a5db4ea-f1e7-4f5e-bf16-f2f4006cc8bd,donald62@example.com,Christina Guerrero,(641)277-7478x713,"{""street"": ""99749 Hill Village Suite 970"", ""city"": ""Toddfort"", ""state"": ""MH"", ""zip_code"": ""96132""}",Platinum
