order_id,customer_id,order_date,order_total,items,destination,status,estimated_delivery_date,actual_delivery_date
26b2fc9b-97bf-4bc0-9171-2fb4e560423f,55287e07-7da2-4331-b5e2-cd175f84fdf9,2025-09-27 13:36:25.352171,244.37,"[{""sku"": ""PROD0007"", ""name"": ""Product 7"", ""price"": 96.58}, {""sku"": ""PROD0009"", ""name"": ""Product 9"", ""price"": 95.88}, {""sku"": ""PROD0086"", ""name"": ""Product 86"", ""price"": 51.91}]","{""lat"": 34.000149, ""lon"": -118.482772, ""address"": ""9072 Madison Valley Apt. 056""}",delivered,2025-09-27 22:41:42.752410,2025-09-27 22:14:42.752410
87bd53d0-6ed7-420f-8163-fe4dd1337e10,87419cad-d773-4845-8ff1-fe58b1bd91e4,2025-07-06 05:06:55.352171,369.04,"[{""sku"": ""PROD0090"", ""name"": ""Product 90"", ""price"": 193.08}, {""sku"": ""PROD0005"", ""name"": ""Product 5"", ""price"": 175.96}]","{""lat"": 34.191133, ""lon"": -118.42024, ""address"": ""95979 Dawn Motorway""}",shipped,2025-07-06 12:54:41.027812,
5098e915-2566-4843-a2f5-8431478df74d,6c0a89b9-d22d-41f2-832f-8bceed0bd2db,2025-08-19 17:27:34.352171,193.17,"[{""sku"": ""PROD0076"", ""name"": ""Product 76"", ""price"": 193.17}]","{""lat"": 34.11181, ""lon"": -118.327193, ""address"": ""417 Wheeler Track""}",delivered,2025-08-19 22:59:35.944539,2025-08-19 23:17:35.944539
b610cf74-f44f-47c7-8f83-07101cfd0366,bc102c57-ce0a-4d03-9842-bc41f7f17872,2025-07-11 08:56:57.352171,18.22,"[{""sku"": ""PROD0075"", ""name"": ""Product 75"", ""price"": 18.22}]","{""lat"": 34.028562, ""lon"": -118.59701, ""address"": ""8627 Alexander Parks""}",delivered,2025-07-11 20:36:32.296203,2025-07-11 20:41:32.296203
d74e75f2-1566-4b5c-b45b-d034feeb4373,fb7e6ef9-9c7b-4764-bfda-6bf30ad22976,2025-08-06 23:06:57.352171,114.92,"[{""sku"": ""PROD0067"", ""name"": ""Product 67"", ""price"": 13.13}, {""sku"": ""PROD0088"", ""name"": ""Product 88"", ""price"": 101.79}]","{""lat"": 34.042063, ""lon"": -118.471758, ""address"": ""0067 Brian Burg Apt. 221""}",delivered,2025-08-07 11:08:15.636020,2025-08-07 10:48:15.636020
cb12ac46-e2d9-4d64-9e54-d0d0e10f66c0,e93f1565-effd-48f3-9be1-2baa20cfd9af,2025-07-04 05:49:51.352171,391.53,"[{""sku"": ""PROD0047"", ""name"": ""Product 47"", ""price"": 149.42}, {""sku"": ""PROD0025"", ""name"": ""Product 25"", ""price"": 46.64}, {""sku"": ""PROD0017"", ""name"": ""Product 17"", ""price"": 195.47}]","{""lat"": 34.182655, ""lon"": -118.347963, ""address"": ""955 Jacob Spur""}",delivered,2025-07-04 20:46:36.729320,2025-07-04 20:33:36.729320
ed6df5f8-f19f-4d60-b090-26aa6b215e43,52b9e161-4ca4-498a-a801-8c8b69e9fde4,2025-07-17 23:26:32.352171,370.91,"[{""sku"": ""PROD0004"", ""name"": ""Product 4"", ""price"": 161.0}, {""sku"": ""PROD0054"", ""name"": ""Product 54"", ""price"": 26.16}, {""sku"": ""PROD0046"", ""name"": ""Product 46"", ""price"": 41.96}, {""sku"": ""PROD0048"", ""name"": ""Product 48"", ""price"": 111.35}, {""sku"": ""PROD0087"", ""name"": ""Product 87"", ""price"": 30.44}]","{""lat"": 34.145174, ""lon"": -118.546022, ""address"": ""643 Griffin Extension""}",delivered,2025-07-18 17:58:28.503859,2025-07-18 17:58:28.503859
a55f3c15-000d-4774-82df-beb255f87537,32886b2c-3677-42dc-ade9-2e98cf5ef37b,2025-09-25 06:07:07.352171,139.51,"[{""sku"": ""PROD0016"", ""name"": ""Product 16"", ""price"": 139.51}]","{""lat"": 34.052892, ""lon"": -118.372933, ""address"": ""363 Bailey Summit Apt. 623""}",delivered,2025-09-25 10:38:02.196975,2025-09-25 10:12:02.196975
82ce9107-00e9-4423-9582-1d68849b9cf8,d8daf611-819b-48de-b17a-702fe6d69d20,2025-07-26 20:18:31.352171,288.96,"[{""sku"": ""PROD0090"", ""name"": ""Product 90"", ""price"": 193.08}, {""sku"": ""PROD0009"", ""name"": ""Product 9"", ""price"": 95.88}]","{""lat"": 34.144245, ""lon"": -118.487255, ""address"": ""902 Donna Highway Apt. 586""}",delivered,2025-07-27 13:50:29.795475,2025-07-27 13:38:29.795475
c1b4b548-43f6-4307-a3ce-60df19addebc,b9c6b3ef-8f50-4dd1-99a7-ba980347f52c,2025-07-24 17:43:16.352171,161.0,"[{""sku"": ""PROD0004"", ""name"": ""Product 4"", ""price"": 161.0}]","{""lat"": 34.002843, ""lon"": -118.541848, ""address"": ""910 Nolan Ridge Apt. 304""}",delivered,2025-07-25 00:22:46.514049,2025-07-24 23:55:46.514049
e49adec4-8520-48ef-a315-976b4b329ac8,c5eded79-3786-482f-bbd0-0727de5be0de,2025-07-21 02:09:43.352171,184.25,"[{""sku"": ""PROD0058"", ""name"": ""Product 58"", ""price"": 30.87}, {""sku"": ""PROD0086"", ""name"": ""Product 86"", ""price"": 51.91}, {""sku"": ""PROD0084"", ""name"": ""Product 84"", ""price"": 101.47}]","{""lat"": 34.001607, ""lon"": -118.478968, ""address"": ""12268 Williams Run Suite 548""}",delivered,2025-07-21 14:20:49.250237,2025-07-21 14:45:49.250237
8cc3fc50-15ee-45dc-af59-7b1729b8857e,3c0cb323-902b-4e02-8390-441bf286e99b,2025-08-09 13:46:56.352171,240.22,"[{""sku"": ""PROD0005"", ""name"": ""Product 5"", ""price"": 175.96}, {""sku"": ""PROD0012"", ""name"": ""Product 12"", ""price"": 33.39}, {""sku"": ""PROD0058"", ""name"": ""Product 58"", ""price"": 30.87}]","{""lat"": 34.16534, ""lon"": -118.38466, ""address"": ""8513 Zimmerman Center Suite 287""}",delivered,2025-08-09 22:33:51.294977,2025-08-09 22:27:51.294977
29ec0ddf-ec14-4bb4-9c87-f87c1b8f500f,10e2cb2f-e2dc-402d-8d37-90c9c0fc1575,2025-07-31 16:30:24.352171,313.6,"[{""sku"": ""PROD0040"", ""name"": ""Product 40"", ""price"": 129.56}, {""sku"": ""PROD0085"", ""name"": ""Product 85"", ""price"": 184.04}]","{""lat"": 34.166173, ""lon"": -118.525764, ""address"": ""9031 Michael Forks Apt. 265""}",shipped,2025-07-31 23:36:11.510993,
63895b6a-4786-4648-b3dc-7aac4c28ed6a,410e987f-bb64-4292-95e1-e91f6c43bb24,2025-07-10 23:41:53.352171,332.42,"[{""sku"": ""PROD0086"", ""name"": ""Product 86"", ""price"": 51.91}, {""sku"": ""PROD0064"", ""name"": ""Product 64"", ""price"": 144.85}, {""sku"": ""PROD0050"", ""name"": ""Product 50"", ""price"": 34.19}, {""sku"": ""PROD0084"", ""name"": ""Product 84"", ""price"": 101.47}]","{""lat"": 34.117215, ""lon"": -118.456845, ""address"": ""413 Christopher Port""}",delivered,2025-07-11 12:53:16.072040,2025-07-11 13:09:16.072040
3f9c5860-ffd7-4325-bdbb-1cb2c7d15ab5,1e34cd46-568d-456e-b2ab-710ff9b146d2,2025-09-28 07:43:52.352171,340.41,"[{""sku"": ""PROD0041"", ""name"": ""Product 41"", ""price"": 28.02}, {""sku"": ""PROD0044"", ""name"": ""Product 44"", ""price"": 162.97}, {""sku"": ""PROD0047"", ""name"": ""Product 47"", ""price"": 149.42}]","{""lat"": 34.092594, ""lon"": -118.464536, ""address"": ""7943 Callahan Squares""}",delivered,2025-09-29 05:06:44.138728,2025-09-29 05:05:44.138728
97faaed6-6b74-41ac-9ae1-59623fbb5784,a5e20242-9734-4a00-9abb-500a7cef773a,2025-07-15 23:35:26.352171,406.99,"[{""sku"": ""PROD0077"", ""name"": ""Product 77"", ""price"": 89.07}, {""sku"": ""PROD0090"", ""name"": ""Product 90"", ""price"": 193.08}, {""sku"": ""PROD0070"", ""name"": ""Product 70"", ""price"": 93.97}, {""sku"": ""PROD0058"", ""name"": ""Product 58"", ""price"": 30.87}]","{""lat"": 34.041709, ""lon"": -118.519869, ""address"": ""011 Taylor Rue Apt. 350""}",delivered,2025-07-16 17:01:41.399284,2025-07-16 16:47:41.399284
42ce2f0a-9b8f-42b5-986e-5ad83730c686,36c1e428-de9c-4329-a664-ff87a01fa49b,2025-09-22 21:05:48.352171,457.87,"[{""sku"": ""PROD0011"", ""name"": ""Product 11"", ""price"": 173.0}, {""sku"": ""PROD0069"", ""name"": ""Product 69"", ""price"": 106.33}, {""sku"": ""PROD0006"", ""name"": ""Product 6"", ""price"": 76.75}, {""sku"": ""PROD0088"", ""name"": ""Product 88"", ""price"": 101.79}]","{""lat"": 34.170167, ""lon"": -118.49326, ""address"": ""12616 Julia Pass""}",delivered,2025-09-23 04:08:56.753714,2025-09-23 03:40:56.753714
3986ef9e-5d11-4e30-8496-5d1dfc039d45,cb35f82c-4f20-4188-af45-55ae9faa70bb,2025-07-13 14:24:45.352171,370.24,"[{""sku"": ""PROD0021"", ""name"": ""Product 21"", ""price"": 149.5}, {""sku"": ""PROD0088"", ""name"": ""Product 88"", ""price"": 101.79}, {""sku"": ""PROD0099"", ""name"": ""Product 99"", ""price"": 78.24}, {""sku"": ""PROD0092"", ""name"": ""Product 92"", ""price"": 40.71}]","{""lat"": 34.14265, ""lon"": -118.443146, ""address"": ""2748 Jonathan Ports Apt. 555""}",delivered,2025-07-13 23:09:27.157113,2025-07-13 23:10:27.157113
f0f70a6e-ae25-4294-a20f-2e645a3c1fd8,a0ab8313-332d-43fc-b74c-09e317419e07,2025-09-18 11:33:44.352171,144.85,"[{""sku"": ""PROD0064"", ""name"": ""Product 64"", ""price"": 144.85}]","{""lat"": 34.183246, ""lon"": -118.445804, ""address"": ""404 Villarreal Harbors""}",delivered,2025-09-19 01:10:42.203173,2025-09-19 01:23:42.203173
5f8e1e3f-a418-41cc-a229-079a1fdf02cc,c817934a-30b4-428c-a283-09c8f2a1e926,2025-09-04 02:47:37.352171,97.94,"[{""sku"": ""PROD0074"", ""name"": ""Product 74"", ""price"": 69.92}, {""sku"": ""PROD0041"", ""name"": ""Product 41"", ""price"": 28.02}]","{""lat"": 34.06411, ""lon"": -118.502928, ""address"": ""8141 Andrews Alley Suite 485""}",shipped,2025-09-04 23:53:51.728697,
8b178c97-7da1-40f5-b62e-e52c3bed5be2,06807191-0c84-4c05-a4e9-9ddec1032b86,2025-09-16 20:13:44.352171,599.49,"[{""sku"": ""PROD0082"", ""name"": ""Product 82"", ""price"": 145.93}, {""sku"": ""PROD0049"", ""name"": ""Product 49"", ""price"": 197.37}, {""sku"": ""PROD0027"", ""name"": ""Product 27"", ""price"": 41.31}, {""sku"": ""PROD0086"", ""name"": ""Product 86"", ""price"": 51.91}, {""sku"": ""PROD0044"", ""name"": ""Product 44"", ""price"": 162.97}]","{""lat"": 34.026954, ""lon"": -118.361472, ""address"": ""77387 Meghan Centers Apt. 985""}",delivered,2025-09-17 00:18:24.608987,2025-09-17 00:47:24.608987
11477347-202b-4f78-b8be-d7f2074bf4d2,b4732d34-4e10-4b7a-946f-c48dc83e7983,2025-08-08 14:51:39.352171,421.55,"[{""sku"": ""PROD0087"", ""name"": ""Product 87"", ""price"": 30.44}, {""sku"": ""PROD0060"", ""name"": ""Product 60"", ""price"": 134.96}, {""sku"": ""PROD0056"", ""name"": ""Product 56"", ""price"": 159.57}, {""sku"": ""PROD0007"", ""name"": ""Product 7"", ""price"": 96.58}]","{""lat"": 34.045634, ""lon"": -118.57236, ""address"": ""46066 Amanda Cove Apt. 573""}",delivered,2025-08-09 09:12:03.638928,2025-08-09 08:58:03.638928
530931d0-92d9-46e3-bee5-6432da43a16d,d61c456a-e22b-4988-b690-7ce185b3372d,2025-08-28 02:55:56.352171,666.12,"[{""sku"": ""PROD0002"", ""name"": ""Product 2"", ""price"": 137.47}, {""sku"": ""PROD0056"", ""name"": ""Product 56"", ""price"": 159.57}, {""sku"": ""PROD0053"", ""name"": ""Product 53"", ""price"": 73.2}, {""sku"": ""PROD0061"", ""name"": ""Product 61"", ""price"": 177.72}, {""sku"": ""PROD0045"", ""name"": ""Product 45"", ""price"": 118.16}]","{""lat"": 34.148037, ""lon"": -118.423285, ""address"": ""6911 Carlson Course Suite 470""}",delivered,2025-08-28 16:04:59.146693,2025-08-28 16:25:59.146693
ab32aeec-6353-419c-8816-a89476fcad55,041b7d47-27a2-45a1-a322-66c763a14d3f,2025-07-28 20:01:13.352171,265.36,"[{""sku"": ""PROD0001"", ""name"": ""Product 1"", ""price"": 16.83}, {""sku"": ""PROD0018"", ""name"": ""Product 18"", ""price"": 13.06}, {""sku"": ""PROD0015"", ""name"": ""Product 15"", ""price"": 37.21}, {""sku"": ""PROD0066"", ""name"": ""Product 66"", ""price"": 198.26}]","{""lat"": 34.088038, ""lon"": -118.54992, ""address"": ""339 Wood Station""}",delivered,2025-07-28 22:55:53.002807,2025-07-28 23:02:53.002807
43ba5a84-d856-481d-9d6f-9ccf309a89b7,72ea7076-0114-438c-8bce-208ccac2c4cb,2025-07-20 17:20:47.352171,607.3,"[{""sku"": ""PROD0039"", ""name"": ""Product 39"", ""price"": 193.29}, {""sku"": ""PROD0017"", ""name"": ""Product 17"", ""price"": 195.47}, {""sku"": ""PROD0006"", ""name"": ""Product 6"", ""price"": 76.75}, {""sku"": ""PROD0048"", ""name"": ""Product 48"", ""price"": 111.35}, {""sku"": ""PROD0087"", ""name"": ""Product 87"", ""price"": 30.44}]","{""lat"": 34.196991, ""lon"": -118.385979, ""address"": ""751 Davidson Locks""}",delivered,2025-07-21 07:05:16.789619,2025-07-21 07:28:16.789619
5938f352-f6a7-488b-a436-963af0d90451,c699a18b-3646-4099-a31f-8fea6e81fd25,2025-07-02 07:56:53.352171,444.97,"[{""sku"": ""PROD0029"", ""name"": ""Product 29"", ""price"": 137.44}, {""sku"": ""PROD0041"", ""name"": ""Product 41"", ""price"": 28.02}, {""sku"": ""PROD0088"", ""name"": ""Product 88"", ""price"": 101.79}, {""sku"": ""PROD0061"", ""name"": ""Product 61"", ""price"": 177.72}]","{""lat"": 34.029746, ""lon"": -118.472053, ""address"": ""464 Jeffery Road Apt. 659""}",delivered,2025-07-02 21:15:46.171496,2025-07-02 21:41:46.171496
f21c574e-00e0-4566-9f45-fafa362d940a,58edfbff-cd4b-4c60-9860-21929b790ef0,2025-07-19 01:39:26.352171,445.31,"[{""sku"": ""PROD0094"", ""name"": ""Product 94"", ""price"": 69.44}, {""sku"": ""PROD0060"", ""name"": ""Product 60"", ""price"": 134.96}, {""sku"": ""PROD0048"", ""name"": ""Product 48"", ""price"": 111.35}, {""sku"": ""PROD0040"", ""name"": ""Product 40"", ""price"": 129.56}]","{""lat"": 34.130486, ""lon"": -118.324021, ""address"": ""291 Brandon Neck""}",delivered,2025-07-19 11:15:21.699865,2025-07-19 11:21:21.699865
73add616-69a0-4db8-8526-6d603321aed3,fefadde7-712f-472a-b594-6c00fc7e162b,2025-07-19 16:26:14.352171,281.44,"[{""sku"": ""PROD0030"", ""name"": ""Product 30"", ""price"": 31.14}, {""sku"": ""PROD0041"", ""name"": ""Product 41"", ""price"": 28.02}, {""sku"": ""PROD0009"", ""name"": ""Product 9"", ""price"": 95.88}, {""sku"": ""PROD0043"", ""name"": ""Product 43"", ""price"": 65.38}, {""sku"": ""PROD0095"", ""name"": ""Product 95"", ""price"": 61.02}]","{""lat"": 34.174236, ""lon"": -118.359105, ""address"": ""879 Reed Gardens""}",delivered,2025-07-20 16:26:25.310940,2025-07-20 16:50:25.310940
b010871b-fbcd-4ab5-9e41-186e08347386,5b1f18ce-9fdc-425d-af0c-e1b812dd77b8,2025-08-15 02:41:16.352171,65.47,"[{""sku"": ""PROD0018"", ""name"": ""Product 18"", ""price"": 13.06}, {""sku"": ""PROD0075"", ""name"": ""Product 75"", ""price"": 18.22}, {""sku"": ""PROD0050"", ""name"": ""Product 50"", ""price"": 34.19}]","{""lat"": 34.057197, ""lon"": -118.505233, ""address"": ""69221 Wright Canyon""}",shipped,2025-08-15 11:40:26.169651,
